xf0,xf1,center,expected_center,fwhm
1,8,196.8508451821243,196.25228765,1.8067367161239032
1,13,206.2556180107586,205.63818422,2.464604592921841
2,0,184.7478428023734,183.71801232,2.9961859802317856
2,1,185.2495899355966,185.16136904,3.3004393577682363
2,4,190.1563220009337,189.72321432,1.6761004266158572
2,5,191.70381224558432,191.32509162,1.7224499380123819
2,8,196.85755870617987,196.25228765,1.8989673043487938
2,12,204.28251499102313,203.6579049,1.8934240683225552
2,14,208.30769304977972,207.67343911,1.93278825704338
2,15,210.32611171929517,209.76550744,1.9392644938839332
2,38,260.9612243981496,259.64679464,2.8819900704225434
2,42,270.89285161814297,269.6471616,2.4297684210686468
2,48,284.72325853120265,286.17572325,0.47066051199487413
3,1,185.55560993771195,185.16136904,1.6256947837271274
3,2,187.11148832532393,186.64257634,2.135807453058175
3,4,190.08589337500925,189.72321432,1.5855126251997087
3,5,191.6831786445755,191.32509162,1.6058566134175856
3,6,193.3185052617984,192.96971692,1.7040699974897517
3,7,194.79792031263008,194.65843399,1.5082287257240767
3,8,196.82076233548673,196.25228765,1.8718633252887737
3,10,200.47864189147614,199.85528592,1.7638111780943138
3,12,204.2634751100116,203.6579049,2.1953135107942114
3,13,206.15897758915918,205.63818422,2.044497070600719
3,14,208.2153188926305,207.67343911,1.904961818950244
3,15,210.22235272215556,209.76550744,1.9094527191876136
3,22,226.59325250682107,225.95897538,2.386935396979132
3,36,255.98572882740012,254.95881035,2.033761118731383
3,43,273.1516051723831,272.28637807,2.1636141910223756
3,44,275.86400250819054,274.9845898,1.634664132688594
3,45,278.8078599708345,277.74358649,2.391429799833289
4,0,184.12499974066054,183.71801232,1.3684193144667105
4,1,185.5579486547788,185.16136904,1.5783831274271038
4,2,187.00284286943628,186.64257634,1.7086643662510368
4,3,188.68727214016488,188.16279125,1.7901436753851518
4,6,193.33224241962924,192.96971692,1.6515006754342167
4,7,194.91599469151723,194.65843399,1.6122587480391686
4,12,204.2974194149811,203.6579049,1.9122105284754427
4,14,208.1876477588593,207.67343911,2.144618820195608
4,17,214.69926183799507,213.94258352,2.2714186349259866
4,19,219.1451122623905,218.54549518,2.062718235219218
4,26,235.1514878818855,234.35463586,1.855742030170451
4,27,237.03293122287346,236.24861235,1.8940410016547318
4,36,255.98381770680416,254.95881035,2.3888519902528604
4,37,258.14813804219887,257.27800588,2.7035482298484514
4,38,260.4532196709577,259.64679464,2.4484785656433288
4,42,270.6045861274508,269.6471616,2.2876360164752367
5,0,183.5230788379218,183.71801232,1.525359341462814
5,4,189.56119955402428,189.72321432,1.586856483638733
5,5,191.08960223703872,191.32509162,1.7167658146084939
5,6,192.68206507007352,192.96971692,1.7083691619301913
5,7,194.30208915452934,194.65843399,1.6811381415782183
5,21,222.75406384035247,223.41674823,0.40895705829662915
5,42,270.1064252703675,269.6471616,2.4724649324158303
5,46,280.8591014911712,280.56523012,2.8889949346115125
6,4,189.60374583538618,189.72321432,1.7609693659018317
10,1,185.16038091932035,185.16136904,1.1893198689247377
10,18,222.7533363477028,216.21163982,0.41100452269821147
11,13,206.65125897625595,205.63818422,1.4165328641749175
11,15,209.99663716343727,209.76550744,2.498196071282434
11,44,270.05666404812075,274.9845898,0.4710479743892346
