xf0,xf1,center,expected_center,fwhm
4,1,185.57632806522358,185.16136904,1.5652367022759808
4,2,186.88164524737925,186.64257634,1.784599276923692
4,3,188.65847395099485,188.16279125,1.4793576527868821
4,6,193.33980424731058,192.96971692,1.6209364901081822
4,7,194.87036052365005,194.65843399,1.7196132737432313
4,13,202.2709377314259,205.63818422,0.36593189321253344
4,14,208.13626696734923,207.67343911,1.9744050535162572
4,15,210.21365373477332,209.76550744,1.977652831656767
4,17,214.7208519242454,213.94258352,2.0130456256114626
4,18,216.9187258956476,216.21163982,2.287299282925341
4,19,219.07773227956133,218.54549518,1.9549842316301818
4,20,221.66611540743284,220.94641077,2.045331700549672
4,21,224.01858864180105,223.41674823,2.374065402970444
4,22,226.36830935378384,225.95897538,3.0125970212267994
4,23,228.97970381135903,228.57567218,2.609214628535651
4,37,258.14433479018356,257.27800588,2.483943443031112
4,38,260.4692244805293,259.64679464,2.402359966961719
5,0,183.5409099938262,183.71801232,1.4388172135528203
5,4,189.5770392991808,189.72321432,1.6441453411440654
5,5,191.14959024113992,191.32509162,1.9486681038918823
5,6,192.68327862093338,192.96971692,1.5464041549159435
5,7,194.33902009094123,194.65843399,1.9035985643555648
5,12,203.66811598566437,203.6579049,2.1259282428121904
5,14,207.75651025162756,207.67343911,1.863341089921848
5,15,209.58364026998905,209.76550744,2.1231542241776196
5,18,216.40827381640653,216.21163982,2.703543005472009
5,42,270.05371331274785,269.6471616,2.5925707987651108
6,6,187.03735599921364,192.96971692,0.3162963185527748
6,12,203.60144633291875,203.6579049,1.9344636210135877
6,29,240.32636933929035,240.15136978,2.3427967000760206
6,36,255.38753603985597,254.95881035,2.066605187314843
7,7,187.0393358630576,194.65843399,0.315519362848828
8,2,187.00283674402297,186.64257634,0.4651910514647931
8,4,180.084228515625,189.72321432,0.21559021408364404
8,45,270.12978918136685,277.74358649,0.3546814297041595
9,0,187.04423606287367,183.71801232,0.3098903806746771
9,1,187.03910534337237,185.16136904,0.31344129518749597
9,2,187.03996494349175,186.64257634,0.311825220531235
9,8,187.0203116546556,196.25228765,0.3538771231681275
9,44,270.1541070620406,274.9845898,0.30134622301740477
9,45,270.15709104353516,277.74358649,0.30332434332286984
10,1,187.0424553250485,185.16136904,0.3357562634791147
10,3,187.03413176457704,188.16279125,0.3476815063875713
10,4,187.04228210689055,189.72321432,0.31189796054406754
10,6,187.04235255230628,192.96971692,0.33663347161823975
10,44,270.15211004190456,274.9845898,0.33047729502680245
10,45,270.150674190945,277.74358649,0.34071315636129357
11,1,185.57893450402284,185.16136904,1.4107340080831579
11,2,187.0591554262874,186.64257634,0.3904343284054527
11,7,187.0390805396549,194.65843399,0.3209829176673336
11,12,204.5492394814112,203.6579049,0.7364849353144618
11,13,206.69613004052596,205.63818422,1.112263461286641
11,44,270.1679480935663,274.9845898,0.3065089960356223
11,45,270.1520334366797,277.74358649,0.310251918762384
12,16,212.68344866918264,211.73616035,2.0350945563542986
12,44,270.1655043043675,274.9845898,0.3664762149041833
12,45,270.13923059015764,277.74358649,0.3902534019890923
12,52,300.1528654792462,298.67406315,2.175763650109296
13,4,187.03038529655203,189.72321432,0.36095266680882543
13,45,270.1518213595361,277.74358649,0.30829756743406733
14,0,187.03784662167843,183.71801232,0.32795114594820785
14,44,270.15371527620476,274.9845898,0.31445482505626904
14,45,270.15075333311506,277.74358649,0.35575416965202955
15,0,187.03390872368243,183.71801232,0.33082804165052515
15,3,180.084228515625,188.16279125,0.21559021408364404
15,7,187.0041801305108,194.65843399,0.4320797489129113
15,8,187.0392372087708,196.25228765,0.31780814729398515
