xf0,xf1,center,expected_center,fwhm
0,3,187.03566769722,188.16279125,0.3910769614842151
0,4,180.084228515625,189.72321432,0.21559021408364404
0,6,187.02096285718233,192.96971692,0.35359497273037804
0,18,224.44003272715727,216.21163982,0.3336928380413711
0,19,224.44947243209631,218.54549518,0.34104559978112314
1,1,188.5008866442874,185.16136904,0.5561374545302532
1,6,193.32927766827547,192.96971692,1.8340220999180454
1,15,210.30497583510174,209.76550744,1.9043210845408807
1,19,219.82070500156595,218.54549518,1.4765338823839869
1,22,226.81252840663885,225.95897538,3.413638341408791
1,23,229.2427728178708,228.57567218,2.2988472838170595
1,33,239.168273715321,248.44534582,0.46880547669526995
1,40,265.7384192827273,264.53889634,2.404993127269576
1,41,268.2657108332385,267.06521948,2.6899210459262055
2,4,190.18801300983338,189.72321432,1.6854090083548294
2,5,191.7186429433642,191.32509162,1.6454294799414784
2,14,208.24017831004215,207.67343911,2.0405080897864467
2,15,210.36461466572453,209.76550744,2.2922031522810333
2,16,212.6403961686897,211.73616035,2.3179968345754554
2,17,214.8055365017634,213.94258352,2.269936155879066
2,18,217.10339099955993,216.21163982,2.3795217520733734
2,19,219.78749743101196,218.54549518,2.435189051900026
2,22,226.89004213369302,225.95897538,2.1939975713131985
2,23,229.26524189975365,228.57567218,2.358924256780097
2,38,261.07499216577503,259.64679464,2.3643954493328816
2,41,268.39254541285675,267.06521948,2.303928819679663
2,43,273.73431411554503,272.28637807,3.10031666250797
2,45,279.3214234721725,277.74358649,3.0497867576209035
3,1,185.63614562164767,185.16136904,1.7694926846967893
3,2,186.99009212812877,186.64257634,1.7981486690413173
3,3,188.64299104132084,188.16279125,2.015531901644863
3,4,190.08809471314302,189.72321432,1.545904989175761
3,5,191.7049738293411,191.32509162,1.5727749353360747
3,6,193.33464411132076,192.96971692,1.7262446400162066
3,7,194.78508651216697,194.65843399,1.4538789531816352
3,8,196.83221478021431,196.25228765,1.791570140182873
3,9,198.5812339872367,198.0296243,1.9378716313968003
3,12,204.20864306451668,203.6579049,1.9443816845410675
3,13,206.17879186899984,205.63818422,2.0817653554652495
3,14,208.26907221546296,207.67343911,2.0278317820707885
3,15,210.20596035654376,209.76550744,1.9609240438297522
3,17,214.80319218637877,213.94258352,2.0380742411868265
3,18,216.9721351459002,216.21163982,2.2493115626350013
3,19,219.10839424023158,218.54549518,2.0869586198558627
3,20,221.69485049907817,220.94641077,2.183400765764874
3,21,224.05661209386122,223.41674823,2.4086380372851175
3,22,226.5795010612111,225.95897538,2.4319959530874056
3,23,229.04445020618817,228.57567218,2.374959678271521
3,36,255.97876073762004,254.95881035,2.044552547015269
3,38,260.48520548028176,259.64679464,2.4503368081450185
3,43,273.16661590401134,272.28637807,2.1349240843022064
3,45,278.91555899826136,277.74358649,2.3103930311393093
4,0,184.1099250230841,183.71801232,1.5442666483350682
4,1,185.5841151120932,185.16136904,1.5351127366388488
4,2,187.08695810349582,186.64257634,1.947351237839138
4,3,188.65284545219717,188.16279125,1.6151877234176282
4,6,193.351034231459,192.96971692,1.6854560363132112
4,7,194.9250646830392,194.65843399,1.6903145069635588
4,14,208.13580073401602,207.67343911,1.9549467986823832
4,15,210.1686060181775,209.76550744,1.9520414787935807
4,17,214.7341107653429,213.94258352,2.0480791013897877
4,18,216.91719569064688,216.21163982,2.186541204892154
4,19,219.1150976814048,218.54549518,1.9149564565602992
4,20,221.6648366718563,220.94641077,1.9924343888277452
4,21,224.04296353506015,223.41674823,2.356876433375721
4,22,226.29286063196912,225.95897538,3.2071758565643944
4,23,228.97854322572007,228.57567218,2.662127920942581
4,35,253.5153457797233,252.85464004,2.421320084917839
4,37,258.1743886682769,257.27800588,2.4518551620304834
4,38,260.48509346342115,259.64679464,2.390143617550407
5,0,183.5483331161173,183.71801232,1.8817407187304416
5,4,189.59445583415467,189.72321432,1.607593075109853
5,5,191.08682266715883,191.32509162,1.7842328820930125
5,6,192.7054571637611,192.96971692,1.7204294189336111
5,7,194.3113528594598,194.65843399,1.7410181856130813
5,12,203.72304472660014,203.6579049,2.02798947587332
5,14,207.77786018473296,207.67343911,1.8788682735475113
5,16,211.7982274322874,211.73616035,1.983825844083842
5,42,270.05460370943604,269.6471616,2.981051465951504
5,52,299.2764664803062,298.67406315,2.303355126681294
5,54,305.2220607420265,305.38080342,3.3523699282785255
6,6,187.04213021614217,192.96971692,0.3377086732942207
6,29,240.2771058035882,240.15136978,1.9797996531779762
6,36,255.37039952917846,254.95881035,2.100513156800688
6,48,286.53347997218845,286.17572325,3.443114120432811
7,7,187.03888468082283,194.65843399,0.34240107216957155
8,4,180.084228515625,189.72321432,0.21559021408364404
9,1,187.02586058765274,185.16136904,0.34710999352487987
9,2,187.0366083917729,186.64257634,0.33303707155900153
9,13,205.59201528008995,205.63818422,1.1024722225133936
9,18,224.44496384433108,216.21163982,0.3481642633711005
9,44,270.09364007205045,274.9845898,0.34593788985471996
10,1,187.02140700601439,185.16136904,0.39662849555604945
10,3,187.0351793386593,188.16279125,0.3780969565961582
10,4,187.02860002076903,189.72321432,0.41637663551677
10,12,204.01893146188235,203.6579049,1.7590925908133361
10,13,206.0080788619366,205.63818422,2.0654387623784256
10,44,270.0896643240899,274.9845898,0.3456370900484178
10,51,296.2495347244248,295.43876537,2.5666956819333335
10,52,299.51162517607094,298.67406315,2.938291534642111
10,53,302.9963630300545,301.98721366,2.909801695445793
10,54,305.179365546274,305.38080342,2.884968403937262
11,1,185.58798820007928,185.16136904,1.324723403080151
11,10,200.60783619040157,199.85528592,2.307920044706937
11,12,204.49891657288833,203.6579049,0.8579274564423038
11,13,206.6485452576033,205.63818422,1.1372106386763268
11,14,208.00441979041784,207.67343911,2.247553652176516
11,15,210.01008676250635,209.76550744,2.477200880700441
11,19,224.4420853129152,218.54549518,0.32555841331441193
11,45,270.0873324598317,277.74358649,0.4236272548687626
11,50,294.2939127716179,292.27884272,2.8611191781153655
11,53,303.44138115295846,301.98721366,3.259403579847933
12,16,212.7062007314165,211.73616035,2.1471267833784835
12,45,270.10166961902587,277.74358649,0.37048266951821374
12,52,300.1755932041199,298.67406315,2.138910722934956
12,54,305.6214026842209,305.38080342,3.1238033972345547
13,4,187.01511294300093,189.72321432,0.3563638509966667
13,44,270.08369358615107,274.9845898,0.3410349219092915
14,23,224.44648620259886,228.57567218,0.3979295741533287
15,3,180.084228515625,188.16279125,0.21559021408364404
