1.50000000e+02 1.677115e-01 4.477336e+01
1.50002000e+02 1.677212e-01 4.477547e+01
1.50004000e+02 1.677309e-01 4.477759e+01
1.50006000e+02 1.677407e-01 4.477974e+01
1.50008000e+02 1.677506e-01 4.478190e+01
1.50010000e+02 1.677606e-01 4.478408e+01
1.50012000e+02 1.677707e-01 4.478628e+01
1.50014000e+02 1.677810e-01 4.478850e+01
1.50016000e+02 1.677913e-01 4.479075e+01
1.50018000e+02 1.678018e-01 4.479303e+01
1.50020000e+02 1.678125e-01 4.479534e+01
1.50022000e+02 1.678233e-01 4.479769e+01
1.50024000e+02 1.678344e-01 4.480007e+01
1.50026000e+02 1.678456e-01 4.480249e+01
1.50028000e+02 1.678571e-01 4.480497e+01
1.50030000e+02 1.678688e-01 4.480750e+01
1.50032000e+02 1.678809e-01 4.481009e+01
1.50034000e+02 1.678933e-01 4.481275e+01
1.50036000e+02 1.679061e-01 4.481549e+01
1.50038000e+02 1.679194e-01 4.481833e+01
1.50040000e+02 1.679333e-01 4.482129e+01
1.50042000e+02 1.679478e-01 4.482437e+01
1.50044000e+02 1.679631e-01 4.482762e+01
1.50046000e+02 1.679793e-01 4.483107e+01
1.50048000e+02 1.679965e-01 4.483474e+01
1.50050000e+02 1.680150e-01 4.483865e+01
1.50052000e+02 1.680345e-01 4.484279e+01
1.50054000e+02 1.680542e-01 4.484698e+01
1.50056000e+02 1.680720e-01 4.485079e+01
1.50058000e+02 1.680847e-01 4.485354e+01
1.50060000e+02 1.680902e-01 4.485482e+01
1.50062000e+02 1.680903e-01 4.485495e+01
1.50064000e+02 1.680881e-01 4.485463e+01
1.50066000e+02 1.680860e-01 4.485434e+01
1.50068000e+02 1.680848e-01 4.485425e+01
1.50070000e+02 1.680848e-01 4.485441e+01
1.50072000e+02 1.680860e-01 4.485481e+01
1.50074000e+02 1.680880e-01 4.485539e+01
1.50076000e+02 1.680909e-01 4.485615e+01
1.50078000e+02 1.680944e-01 4.485704e+01
1.50080000e+02 1.680985e-01 4.485805e+01
1.50082000e+02 1.681030e-01 4.485915e+01
1.50084000e+02 1.681080e-01 4.486034e+01
1.50086000e+02 1.681134e-01 4.486160e+01
1.50088000e+02 1.681190e-01 4.486293e+01
1.50090000e+02 1.681250e-01 4.486431e+01
1.50092000e+02 1.681311e-01 4.486574e+01
1.50094000e+02 1.681375e-01 4.486721e+01
1.50096000e+02 1.681441e-01 4.486873e+01
1.50098000e+02 1.681509e-01 4.487027e+01
1.50100000e+02 1.681578e-01 4.487185e+01
1.50102000e+02 1.681649e-01 4.487346e+01
1.50104000e+02 1.681721e-01 4.487509e+01
1.50106000e+02 1.681794e-01 4.487675e+01
1.50108000e+02 1.681868e-01 4.487843e+01
1.50110000e+02 1.681944e-01 4.488013e+01
1.50112000e+02 1.682020e-01 4.488185e+01
1.50114000e+02 1.682097e-01 4.488358e+01
1.50116000e+02 1.682175e-01 4.488534e+01
1.50118000e+02 1.682254e-01 4.488710e+01
1.50120000e+02 1.682334e-01 4.488888e+01
