1.50000000e+02 3.769796e-01 8.749834e+01
1.50002000e+02 3.769988e-01 8.750182e+01
1.50004000e+02 3.770182e-01 8.750532e+01
1.50006000e+02 3.770377e-01 8.750883e+01
1.50008000e+02 3.770572e-01 8.751236e+01
1.50010000e+02 3.770769e-01 8.751590e+01
1.50012000e+02 3.770967e-01 8.751946e+01
1.50014000e+02 3.771166e-01 8.752304e+01
1.50016000e+02 3.771366e-01 8.752664e+01
1.50018000e+02 3.771568e-01 8.753026e+01
1.50020000e+02 3.771771e-01 8.753391e+01
1.50022000e+02 3.771976e-01 8.753759e+01
1.50024000e+02 3.772183e-01 8.754130e+01
1.50026000e+02 3.772392e-01 8.754504e+01
1.50028000e+02 3.772604e-01 8.754883e+01
1.50030000e+02 3.772818e-01 8.755265e+01
1.50032000e+02 3.773035e-01 8.755653e+01
1.50034000e+02 3.773256e-01 8.756047e+01
1.50036000e+02 3.773481e-01 8.756447e+01
1.50038000e+02 3.773711e-01 8.756855e+01
1.50040000e+02 3.773946e-01 8.757272e+01
1.50042000e+02 3.774188e-01 8.757701e+01
1.50044000e+02 3.774438e-01 8.758142e+01
1.50046000e+02 3.774696e-01 8.758599e+01
1.50048000e+02 3.774966e-01 8.759074e+01
1.50050000e+02 3.775248e-01 8.759570e+01
1.50052000e+02 3.775539e-01 8.760083e+01
1.50054000e+02 3.775833e-01 8.760601e+01
1.50056000e+02 3.776108e-01 8.761088e+01
1.50058000e+02 3.776332e-01 8.761488e+01
1.50060000e+02 3.776484e-01 8.761770e+01
1.50062000e+02 3.776582e-01 8.761960e+01
1.50064000e+02 3.776657e-01 8.762112e+01
1.50066000e+02 3.776733e-01 8.762267e+01
1.50068000e+02 3.776818e-01 8.762438e+01
1.50070000e+02 3.776916e-01 8.762630e+01
1.50072000e+02 3.777024e-01 8.762840e+01
1.50074000e+02 3.777142e-01 8.763067e+01
1.50076000e+02 3.777267e-01 8.763306e+01
1.50078000e+02 3.777400e-01 8.763557e+01
1.50080000e+02 3.777538e-01 8.763817e+01
1.50082000e+02 3.777681e-01 8.764085e+01
1.50084000e+02 3.777828e-01 8.764360e+01
1.50086000e+02 3.777978e-01 8.764641e+01
1.50088000e+02 3.778132e-01 8.764928e+01
1.50090000e+02 3.778288e-01 8.765218e+01
1.50092000e+02 3.778447e-01 8.765513e+01
1.50094000e+02 3.778609e-01 8.765811e+01
1.50096000e+02 3.778772e-01 8.766112e+01
1.50098000e+02 3.778937e-01 8.766416e+01
1.50100000e+02 3.779103e-01 8.766723e+01
1.50102000e+02 3.779271e-01 8.767032e+01
1.50104000e+02 3.779441e-01 8.767344e+01
1.50106000e+02 3.779611e-01 8.767657e+01
1.50108000e+02 3.779783e-01 8.767972e+01
1.50110000e+02 3.779956e-01 8.768289e+01
1.50112000e+02 3.780129e-01 8.768607e+01
1.50114000e+02 3.780304e-01 8.768926e+01
1.50116000e+02 3.780480e-01 8.769247e+01
1.50118000e+02 3.780656e-01 8.769569e+01
1.50120000e+02 3.780833e-01 8.769893e+01
