5.000000000000000000e+00,6.000000000000000000e+00,2.534915604942861123e+01,9.967695192880540844e+00
5.000000000000000000e+00,1.100000000000000000e+01,9.065548364719074215e+00,3.144191224819327335e+00
5.000000000000000000e+00,2.100000000000000000e+01,1.372620341989043347e+01,8.067127527666746900e+00
5.000000000000000000e+00,3.700000000000000000e+01,2.141270216212972599e+01,1.793043961585456358e+01
5.000000000000000000e+00,3.800000000000000000e+01,1.686583928210400174e+01,1.542215630812344962e+01
5.000000000000000000e+00,3.900000000000000000e+01,2.243599972767743722e+01,2.265456122019263319e+01
5.000000000000000000e+00,4.000000000000000000e+01,3.829524433158709940e+01,5.089238157640122751e+01
5.000000000000000000e+00,4.400000000000000000e+01,1.256267085321140975e+01,6.814972975866857574e+00
5.000000000000000000e+00,4.500000000000000000e+01,1.123787218289337275e+01,1.300827317616845136e+01
5.000000000000000000e+00,4.600000000000000000e+01,2.433824071568502845e+01,3.332388427451751056e+01
5.000000000000000000e+00,4.900000000000000000e+01,1.130169066948672096e+01,6.494394320700895840e+00
5.000000000000000000e+00,5.000000000000000000e+01,1.310886719814313928e+01,7.371091631941999012e+00
6.000000000000000000e+00,3.000000000000000000e+00,2.646305977440410828e+01,1.286051929019349060e+01
6.000000000000000000e+00,9.000000000000000000e+00,1.234908936884045616e+01,3.563308863694769180e+00
6.000000000000000000e+00,1.000000000000000000e+01,1.218725606042630005e+01,2.945429808437977748e+00
6.000000000000000000e+00,2.000000000000000000e+01,1.500202633642629024e+01,7.321281038865698143e+00
6.000000000000000000e+00,2.100000000000000000e+01,1.354799203592661527e+01,7.198530821550074954e+00
6.000000000000000000e+00,2.200000000000000000e+01,3.434002331532087737e+01,8.190321142275665878e+00
6.000000000000000000e+00,2.300000000000000000e+01,3.498464871043756119e+01,7.092314226498764640e+00
6.000000000000000000e+00,3.800000000000000000e+01,5.316762854357009616e+01,6.265426605990025877e+01
6.000000000000000000e+00,3.900000000000000000e+01,2.413877082376811245e+01,2.625761529697785335e+01
6.000000000000000000e+00,4.200000000000000000e+01,1.914848338998119814e+01,1.938071407986076622e+01
6.000000000000000000e+00,4.500000000000000000e+01,1.321015723716875456e+01,5.419194897551081525e+00
6.000000000000000000e+00,4.600000000000000000e+01,1.232258705001317267e+01,8.570251865091535137e+00
6.000000000000000000e+00,4.700000000000000000e+01,1.792449143804407896e+01,2.347668888448234625e+01
6.000000000000000000e+00,5.000000000000000000e+01,1.847075231453279187e+01,6.745303914071548057e+00
6.000000000000000000e+00,5.200000000000000000e+01,1.794466381960369716e+01,8.106318886764308118e+00
6.000000000000000000e+00,5.300000000000000000e+01,1.925224647805794831e+01,7.610561898178805684e+00
6.000000000000000000e+00,5.400000000000000000e+01,4.995352678641076523e+02,1.247997224661907545e+01
6.000000000000000000e+00,5.500000000000000000e+01,5.243990974859524101e+01,2.062755709971546025e+01
7.000000000000000000e+00,8.000000000000000000e+00,7.953203281479290787e+00,3.513999188558634135e+00
7.000000000000000000e+00,9.000000000000000000e+00,8.302099280045254659e+00,2.922952041692389091e+00
7.000000000000000000e+00,1.000000000000000000e+01,1.444621474725300558e+01,3.161865125615869410e+00
7.000000000000000000e+00,2.000000000000000000e+01,1.342604898408446701e+01,5.541087929386590005e+00
7.000000000000000000e+00,2.200000000000000000e+01,1.183192929643715630e+01,7.878060627337383437e+00
7.000000000000000000e+00,4.000000000000000000e+01,2.161141194969366808e+01,2.369361705089460557e+01
7.000000000000000000e+00,4.100000000000000000e+01,1.779919898195133854e+01,1.451773118827757614e+01
7.000000000000000000e+00,4.200000000000000000e+01,1.501279755695945006e+01,1.261925770182319972e+01
7.000000000000000000e+00,4.300000000000000000e+01,1.285008287140005123e+01,9.042517239917543748e+00
7.000000000000000000e+00,4.400000000000000000e+01,1.135975972732924966e+01,7.826338870651149193e+00
7.000000000000000000e+00,4.500000000000000000e+01,1.269980091933371114e+01,9.396944950139323183e+00
7.000000000000000000e+00,4.600000000000000000e+01,1.530556903989590012e+01,1.831256538680225887e+01
7.000000000000000000e+00,4.700000000000000000e+01,2.135164268829320378e+01,2.753225580795166394e+01
7.000000000000000000e+00,5.000000000000000000e+01,2.898795447703319539e+01,4.999600353661072027e+00
7.000000000000000000e+00,5.300000000000000000e+01,5.174140248837999934e+03,6.937759161355637472e-02
7.000000000000000000e+00,5.500000000000000000e+01,3.741916504987266023e+01,1.502398099324722480e+01
8.000000000000000000e+00,8.000000000000000000e+00,7.206490282194175201e+00,2.971112121970492570e+00
8.000000000000000000e+00,9.000000000000000000e+00,1.436211534178554317e+01,3.106858466302269139e+00
8.000000000000000000e+00,1.000000000000000000e+01,8.544687989150119733e+00,2.588823637416889145e+00
8.000000000000000000e+00,1.100000000000000000e+01,7.337759705616724304e+00,3.743016679899636490e+00
8.000000000000000000e+00,1.300000000000000000e+01,8.782066111245578455e+00,6.265878909491045867e+00
8.000000000000000000e+00,1.400000000000000000e+01,8.339829695553621747e+00,3.334560362170785996e+00
8.000000000000000000e+00,4.500000000000000000e+01,2.050906047581930025e+01,1.901558320989044404e+01
9.000000000000000000e+00,1.000000000000000000e+01,8.258175718729996007e+00,2.700880950331769892e+00
9.000000000000000000e+00,1.100000000000000000e+01,7.319597141174933874e+00,3.437477597785690620e+00
9.000000000000000000e+00,1.200000000000000000e+01,8.729378070731959482e+00,3.516454037385557729e+00
9.000000000000000000e+00,1.300000000000000000e+01,1.001363922134936857e+01,3.953136788843476968e+00
9.000000000000000000e+00,1.400000000000000000e+01,7.707499967237927407e+00,3.033205491416077315e+00
9.000000000000000000e+00,3.600000000000000000e+01,1.953350130148601593e+01,1.814001613676888880e+01
9.000000000000000000e+00,4.200000000000000000e+01,7.783345394849997945e+01,7.031202554486421263e+01
9.000000000000000000e+00,4.900000000000000000e+01,9.427702326414225453e+00,2.600984744142397442e+00
9.000000000000000000e+00,5.000000000000000000e+01,1.015440149419573324e+01,5.013466431072563623e+00
9.000000000000000000e+00,5.100000000000000000e+01,1.026788589401828489e+01,3.882468071098988727e+00
9.000000000000000000e+00,5.200000000000000000e+01,1.670003699945490894e+01,1.248225640914748524e+01
1.000000000000000000e+01,9.000000000000000000e+00,7.829591970458650074e+00,2.524418125055672313e+00
1.000000000000000000e+01,1.000000000000000000e+01,7.515695607528595446e+00,2.413188884672597734e+00
1.000000000000000000e+01,1.100000000000000000e+01,6.708895129580001004e+00,2.467001928146663747e+00
